ID,Sentence 1,Sentence 2,Manual Similarity
2215,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் சாகசம் செய்கின்றார்.,உந்துருளி சாகசம் ஒருவர் செய்கிறார்,2.666666667
2216,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் சாகசம் செய்கின்றார்.,மோட்டார் சைக்கிளில் வீரர் சாகசம் காட்டுகின்றார்.,2.666666667
2217,மோட்டார் சைக்கிளில் வீரர் சாகசம் செய்கிறார்,உந்துருளி சாகசம் ஒருவர் செய்கிறார்,4
2218,மோட்டார் சைக்கிளில் வீரர் சாகசம் செய்கிறார்,மோட்டார் சைக்கிளில் வீரர் சாகசம் காட்டுகின்றார்.,5
2219,உந்துருளி சாகசம் ஒருவர் செய்கிறார்,மோட்டார் சைக்கிளில் வீரர் சாகசம் காட்டுகின்றார்.,3.333333333
2220,நாய் ஒன்று மரத்தில் ஏதோ ஒன்றைப் பார்த்து பாய்ந்து குரைக்கின்றது.,நாய் ஒன்று மேல் எம்புகிறது,3
2221,நாய் ஒன்று மரத்தில் ஏதோ ஒன்றைப் பார்த்து பாய்ந்து குரைக்கின்றது.,நாய் ஒன்று துள்ளிப் பாய்கிறது,3
2222,நாய் ஒன்று மரத்தில் ஏதோ ஒன்றைப் பார்த்து பாய்ந்து குரைக்கின்றது.,நாய் இரு கால்களில் நின்று எம்பி விளையாடுகின்றது.,1.666666667
2223,நாய் ஒன்று மேல் எம்புகிறது,நாய் ஒன்று துள்ளிப் பாய்கிறது,2.666666667
2224,நாய் ஒன்று மேல் எம்புகிறது,நாய் இரு கால்களில் நின்று எம்பி விளையாடுகின்றது.,3.333333333
2225,நாய் ஒன்று துள்ளிப் பாய்கிறது,நாய் இரு கால்களில் நின்று எம்பி விளையாடுகின்றது.,3
2226,காயமடைந்த ரக்பி வீரரொருவருக்கு மற்றொரு வீரர் உதவுகின்றார்.,எல்லே போட்டியில் வீரர்கள் ஈடுபடுகின்றனர்,0
2227,காயமடைந்த ரக்பி வீரரொருவருக்கு மற்றொரு வீரர் உதவுகின்றார்.,வீர்ர் ஒருவர் சக வீர்ருக்கு உதவி செய்கிறார்,3
2228,காயமடைந்த ரக்பி வீரரொருவருக்கு மற்றொரு வீரர் உதவுகின்றார்.,வீரர் தனது இருப்பிடத்திற்கு சறுக்கி செல்கின்றார்.,0
2229,எல்லே போட்டியில் வீரர்கள் ஈடுபடுகின்றனர்,வீர்ர் ஒருவர் சக வீர்ருக்கு உதவி செய்கிறார்,1.666666667
2230,எல்லே போட்டியில் வீரர்கள் ஈடுபடுகின்றனர்,வீரர் தனது இருப்பிடத்திற்கு சறுக்கி செல்கின்றார்.,0.666666667
2231,வீர்ர் ஒருவர் சக வீர்ருக்கு உதவி செய்கிறார்,வீரர் தனது இருப்பிடத்திற்கு சறுக்கி செல்கின்றார்.,0.333333333
2232,வீரரொருவர் மிதிவண்டியில் மேலுயர்ந்து சாகசம் புரிகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,3.666666667
2233,வீரரொருவர் மிதிவண்டியில் மேலுயர்ந்து சாகசம் புரிகின்றார்.,மிதிவண்டியில் பெண் ஒருவர் சாகசம் செய்கிறார்,2.666666667
2234,வீரரொருவர் மிதிவண்டியில் மேலுயர்ந்து சாகசம் புரிகின்றார்.,வீரர் நாடு வானில் சைக்கிளுடன் பறக்கிறார்.,2.333333333
2235,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,மிதிவண்டியில் பெண் ஒருவர் சாகசம் செய்கிறார்,2.666666667
2236,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,வீரர் நாடு வானில் சைக்கிளுடன் பறக்கிறார்.,2.333333333
2237,மிதிவண்டியில் பெண் ஒருவர் சாகசம் செய்கிறார்,வீரர் நாடு வானில் சைக்கிளுடன் பறக்கிறார்.,2
2238,வீராங்கனைகள் இருவர் கைப்பந்து விளையாட்டில் ஈடுபடுகின்றனர்.,பெண்கள் கடற்கரை கரைப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்,3.333333333
2239,வீராங்கனைகள் இருவர் கைப்பந்து விளையாட்டில் ஈடுபடுகின்றனர்.,இரு பெண்கள் வலைப்பந்தாட்டம் ஆடுகின்றனர்,1.333333333
2240,வீராங்கனைகள் இருவர் கைப்பந்து விளையாட்டில் ஈடுபடுகின்றனர்.,இரு பெண் வீரர்கள் கரப்பந்தாட்டத்தில் ஈடுபட்டுள்ளனர்.,5
2241,பெண்கள் கடற்கரை கரைப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்,இரு பெண்கள் வலைப்பந்தாட்டம் ஆடுகின்றனர்,2
2242,பெண்கள் கடற்கரை கரைப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்,இரு பெண் வீரர்கள் கரப்பந்தாட்டத்தில் ஈடுபட்டுள்ளனர்.,2.666666667
2243,இரு பெண்கள் வலைப்பந்தாட்டம் ஆடுகின்றனர்,இரு பெண் வீரர்கள் கரப்பந்தாட்டத்தில் ஈடுபட்டுள்ளனர்.,0
2244,வீரரொருவர் மிதிவண்டியுடன் வானில் பறந்து சாகசம் புரிகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,4.333333333
2245,வீரரொருவர் மிதிவண்டியுடன் வானில் பறந்து சாகசம் புரிகின்றார்.,மலையிலிருந்து மிதிவண்டியுடன் ஒருவர் பாய்கின்றார்,2.333333333
2246,வீரரொருவர் மிதிவண்டியுடன் வானில் பறந்து சாகசம் புரிகின்றார்.,சைக்கிளோட்டி சைக்கிளுடன் நாடு வானில் பறக்கின்றார்.,2.666666667
2247,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,மலையிலிருந்து மிதிவண்டியுடன் ஒருவர் பாய்கின்றார்,3.666666667
2248,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,சைக்கிளோட்டி சைக்கிளுடன் நாடு வானில் பறக்கின்றார்.,3
2249,மலையிலிருந்து மிதிவண்டியுடன் ஒருவர் பாய்கின்றார்,சைக்கிளோட்டி சைக்கிளுடன் நாடு வானில் பறக்கின்றார்.,3.333333333
2250,வீரரொருவர் மிதிவண்டியுடன் சாகசம் புரிகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,5
2251,வீரரொருவர் மிதிவண்டியுடன் சாகசம் புரிகின்றார்.,நீண்ட வீதீயூடாக ஒருவர் பயணிக்கிறார்,0.333333333
2252,வீரரொருவர் மிதிவண்டியுடன் சாகசம் புரிகின்றார்.,சைக்கிள் ஓட்டப்போட்டியில் சைக்கிளோட்டி வேகமாக ஓடி செல்கின்றார்.,0
2253,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,நீண்ட வீதீயூடாக ஒருவர் பயணிக்கிறார்,0.666666667
2254,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,சைக்கிள் ஓட்டப்போட்டியில் சைக்கிளோட்டி வேகமாக ஓடி செல்கின்றார்.,0
2255,நீண்ட வீதீயூடாக ஒருவர் பயணிக்கிறார்,சைக்கிள் ஓட்டப்போட்டியில் சைக்கிளோட்டி வேகமாக ஓடி செல்கின்றார்.,3
2256,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,3.666666667
2257,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றார்கள்,0.666666667
2258,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,ஓடு பாதையில் கார் சறுக்கி செல்கின்றது.,2.333333333
2259,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றார்கள்,0.333333333
2260,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,ஓடு பாதையில் கார் சறுக்கி செல்கின்றது.,0.333333333
2261,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றார்கள்,ஓடு பாதையில் கார் சறுக்கி செல்கின்றது.,2
2262,ரக்பி வீரர்கள் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றனர்.,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,2.666666667
2263,ரக்பி வீரர்கள் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றனர்.,பந்தைப் பிடிப்பதற்காக அணியினர் போராடுகின்றனர்,4.333333333
2264,ரக்பி வீரர்கள் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றனர்.,வீரர்கள் பந்தை பிடிக்க பாய்கின்றனர்.,3.333333333
2265,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,பந்தைப் பிடிப்பதற்காக அணியினர் போராடுகின்றனர்,3
2266,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,வீரர்கள் பந்தை பிடிக்க பாய்கின்றனர்.,3
2267,பந்தைப் பிடிப்பதற்காக அணியினர் போராடுகின்றனர்,வீரர்கள் பந்தை பிடிக்க பாய்கின்றனர்.,3.666666667
2268,ரக்பி வீரர்கள் மிகவும் ஆக்ரோஷமாக விளையாட்டில் ஈடுபடுகின்றனர்.,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,3
2269,ரக்பி வீரர்கள் மிகவும் ஆக்ரோஷமாக விளையாட்டில் ஈடுபடுகின்றனர்.,பந்துக்காக அணியினர் போராடுகின்றனர்,2.333333333
2270,ரக்பி வீரர்கள் மிகவும் ஆக்ரோஷமாக விளையாட்டில் ஈடுபடுகின்றனர்.,வீரர் பந்தை எல்லைக்கோட்டிட்குள் கொண்டு செல்ல முட்படுகின்றார்.,2.333333333
2271,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,பந்துக்காக அணியினர் போராடுகின்றனர்,2
2272,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,வீரர் பந்தை எல்லைக்கோட்டிட்குள் கொண்டு செல்ல முட்படுகின்றார்.,2.333333333
2273,பந்துக்காக அணியினர் போராடுகின்றனர்,வீரர் பந்தை எல்லைக்கோட்டிட்குள் கொண்டு செல்ல முட்படுகின்றார்.,2.333333333
2274,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,3.333333333
2275,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,உந்துருளிப் பந்தயத்தில ஒரு வீர்ர் ஈடுபடுகின்றார்,2.666666667
2276,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,ஈரமான பாதையில் வீரர் மோட்டார் சைக்கிளை வேகமாக செலுத்துகிறார்.,1.666666667
2277,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,உந்துருளிப் பந்தயத்தில ஒரு வீர்ர் ஈடுபடுகின்றார்,5
2278,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,ஈரமான பாதையில் வீரர் மோட்டார் சைக்கிளை வேகமாக செலுத்துகிறார்.,3.333333333
2279,உந்துருளிப் பந்தயத்தில ஒரு வீர்ர் ஈடுபடுகின்றார்,ஈரமான பாதையில் வீரர் மோட்டார் சைக்கிளை வேகமாக செலுத்துகிறார்.,3
2280,கால்ப்பந்தினை வீரரொருவர் உதைக்கின்றார்.,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,3.333333333
2281,கால்ப்பந்தினை வீரரொருவர் உதைக்கின்றார்.,பந்தை வலையினுள் அடிக்க முயற்சி செய்கிறார்,2
2282,கால்ப்பந்தினை வீரரொருவர் உதைக்கின்றார்.,காட்பந்து வீரர் பந்தை கூடையை நோக்கி செலுத்துகின்றார்.,2
2283,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,பந்தை வலையினுள் அடிக்க முயற்சி செய்கிறார்,2.333333333
2284,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,காட்பந்து வீரர் பந்தை கூடையை நோக்கி செலுத்துகின்றார்.,3.333333333
2285,பந்தை வலையினுள் அடிக்க முயற்சி செய்கிறார்,காட்பந்து வீரர் பந்தை கூடையை நோக்கி செலுத்துகின்றார்.,1
2286,கோல்ப் வீராங்கனைகள் கோல்ப் பந்தை அடிக்க முயற்சிக்கின்றனர்.,பெண்கள் ஹொக்கி விளையாடுகிறார்கள்,0
2287,கோல்ப் வீராங்கனைகள் கோல்ப் பந்தை அடிக்க முயற்சிக்கின்றனர்.,பெண்கள் பந்தை அடிக்க முயற்சி செய்கின்றனர்,2.666666667
2288,கோல்ப் வீராங்கனைகள் கோல்ப் பந்தை அடிக்க முயற்சிக்கின்றனர்.,பெண்கள் அனைவரும் மும்முரமாக விளையாட்டில் ஈடுபட்டுள்ளனர்.,2
2289,பெண்கள் ஹொக்கி விளையாடுகிறார்கள்,பெண்கள் பந்தை அடிக்க முயற்சி செய்கின்றனர்,3
2290,பெண்கள் ஹொக்கி விளையாடுகிறார்கள்,பெண்கள் அனைவரும் மும்முரமாக விளையாட்டில் ஈடுபட்டுள்ளனர்.,3
2291,பெண்கள் பந்தை அடிக்க முயற்சி செய்கின்றனர்,பெண்கள் அனைவரும் மும்முரமாக விளையாட்டில் ஈடுபட்டுள்ளனர்.,1.666666667
2292,பறவை ஒன்று தாழ்வாகப் பறந்து செல்கின்றது.,மதிய நேரத்தில் பறவை பறக்கின்றது,1.666666667
2293,பறவை ஒன்று தாழ்வாகப் பறந்து செல்கின்றது.,பறக்கும் பறவையின் நிழல் தெரிகிறது,2.333333333
2294,பறவை ஒன்று தாழ்வாகப் பறந்து செல்கின்றது.,பறவை தாழ்வாக பறக்கின்றது.,5
2295,மதிய நேரத்தில் பறவை பறக்கின்றது,பறக்கும் பறவையின் நிழல் தெரிகிறது,2
2296,மதிய நேரத்தில் பறவை பறக்கின்றது,பறவை தாழ்வாக பறக்கின்றது.,1.666666667
2297,பறக்கும் பறவையின் நிழல் தெரிகிறது,பறவை தாழ்வாக பறக்கின்றது.,3
2298,சூரியன் மறையும் வேளை பறவை பறக்கின்றது.,மாலை நேரத்தில் பறவை பறக்கின்றது,4.333333333
2299,சூரியன் மறையும் வேளை பறவை பறக்கின்றது.,அந்தி நேரத்தில் பறவையொன்று இருப்பிடம் நாடிச் செல்கின்றது.,2.666666667
2300,சூரியன் மறையும் வேளை பறவை பறக்கின்றது.,பறவை சிறகு விரித்துப் பறக்கிறது.,2.333333333
2301,சூரியன் மறையும் வேளை பறவை பறக்கின்றது.,ஒரு பறவை வானில் பறக்கின்றது,2.333333333
2302,மாலை நேரத்தில் பறவை பறக்கின்றது,அந்தி நேரத்தில் பறவையொன்று இருப்பிடம் நாடிச் செல்கின்றது.,3.666666667
2303,மாலை நேரத்தில் பறவை பறக்கின்றது,பறவை சிறகு விரித்துப் பறக்கிறது.,2.333333333
2304,மாலை நேரத்தில் பறவை பறக்கின்றது,ஒரு பறவை வானில் பறக்கின்றது,2
2305,அந்தி நேரத்தில் பறவையொன்று இருப்பிடம் நாடிச் செல்கின்றது.,பறவை சிறகு விரித்துப் பறக்கிறது.,1.333333333
2306,அந்தி நேரத்தில் பறவையொன்று இருப்பிடம் நாடிச் செல்கின்றது.,ஒரு பறவை வானில் பறக்கின்றது,1.666666667
2307,பறவை சிறகு விரித்துப் பறக்கிறது.,ஒரு பறவை வானில் பறக்கின்றது,1.666666667
2308,மழையில் குடையுடன் பெண்ணொருவர் புகையிரதத்திற்காக காத்திருக்கின்றார்.,மழையில் பெண்ணொருத்தி புகையிரதத்திற்காக காத்திருக்கிறாள்,3.333333333
2309,மழையில் குடையுடன் பெண்ணொருவர் புகையிரதத்திற்காக காத்திருக்கின்றார்.,மழைப்பொழுதொன்றில் கையில் குடையுடன் சிறுமியொருத்தி புகைவண்டிக்காக காத்திருக்கிறாள்.,4
2310,மழையில் குடையுடன் பெண்ணொருவர் புகையிரதத்திற்காக காத்திருக்கின்றார்.,மழை பெய்யும் நேரத்தில் பெண்ணொருவர் இரயில் நிலையத்தில் குடை பிடித்து இருக்கிறார்.,4
2311,மழையில் குடையுடன் பெண்ணொருவர் புகையிரதத்திற்காக காத்திருக்கின்றார்.,ஒரு பெண் மழையில் குடை பிடித்தபடி ரயிலுக்காக காத்துக்கொண்டுள்ளார்,5
2312,மழையில் பெண்ணொருத்தி புகையிரதத்திற்காக காத்திருக்கிறாள்,மழைப்பொழுதொன்றில் கையில் குடையுடன் சிறுமியொருத்தி புகைவண்டிக்காக காத்திருக்கிறாள்.,3.666666667
2313,மழையில் பெண்ணொருத்தி புகையிரதத்திற்காக காத்திருக்கிறாள்,மழை பெய்யும் நேரத்தில் பெண்ணொருவர் இரயில் நிலையத்தில் குடை பிடித்து இருக்கிறார்.,4
2314,மழையில் பெண்ணொருத்தி புகையிரதத்திற்காக காத்திருக்கிறாள்,ஒரு பெண் மழையில் குடை பிடித்தபடி ரயிலுக்காக காத்துக்கொண்டுள்ளார்,4
2315,மழைப்பொழுதொன்றில் கையில் குடையுடன் சிறுமியொருத்தி புகைவண்டிக்காக காத்திருக்கிறாள்.,மழை பெய்யும் நேரத்தில் பெண்ணொருவர் இரயில் நிலையத்தில் குடை பிடித்து இருக்கிறார்.,3.666666667
2316,மழைப்பொழுதொன்றில் கையில் குடையுடன் சிறுமியொருத்தி புகைவண்டிக்காக காத்திருக்கிறாள்.,ஒரு பெண் மழையில் குடை பிடித்தபடி ரயிலுக்காக காத்துக்கொண்டுள்ளார்,5
2317,மழை பெய்யும் நேரத்தில் பெண்ணொருவர் இரயில் நிலையத்தில் குடை பிடித்து இருக்கிறார்.,ஒரு பெண் மழையில் குடை பிடித்தபடி ரயிலுக்காக காத்துக்கொண்டுள்ளார்,5
2318,பெண்ணொருவர் தோழியின் காதில் இரகசியம் கூறுகின்றார்.,ஒரு பெண் தன் தோழியிடம் இரகசியம் கூறுகிறாள்,5
2319,பெண்ணொருவர் தோழியின் காதில் இரகசியம் கூறுகின்றார்.,ஒரு சிறுமி தனது நண்பிக்கு இரகசியம் கூறுகின்றாள்.,4.333333333
2320,பெண்ணொருவர் தோழியின் காதில் இரகசியம் கூறுகின்றார்.,தோழி கூறும் இரகசியத்தால் பெண் திகைக்கிறாள்.,1
2321,பெண்ணொருவர் தோழியின் காதில் இரகசியம் கூறுகின்றார்.,ஒரு பெண் இன்னோரு பெண் இற்கு காதில் ரகசியம் கூறுகிறார்,4
2322,ஒரு பெண் தன் தோழியிடம் இரகசியம் கூறுகிறாள்,ஒரு சிறுமி தனது நண்பிக்கு இரகசியம் கூறுகின்றாள்.,4.333333333
2323,ஒரு பெண் தன் தோழியிடம் இரகசியம் கூறுகிறாள்,தோழி கூறும் இரகசியத்தால் பெண் திகைக்கிறாள்.,2.666666667
2324,ஒரு பெண் தன் தோழியிடம் இரகசியம் கூறுகிறாள்,ஒரு பெண் இன்னோரு பெண் இற்கு காதில் ரகசியம் கூறுகிறார்,4
2325,ஒரு சிறுமி தனது நண்பிக்கு இரகசியம் கூறுகின்றாள்.,தோழி கூறும் இரகசியத்தால் பெண் திகைக்கிறாள்.,3
2326,ஒரு சிறுமி தனது நண்பிக்கு இரகசியம் கூறுகின்றாள்.,ஒரு பெண் இன்னோரு பெண் இற்கு காதில் ரகசியம் கூறுகிறார்,5
2327,ஒரு பெண் இன்னோரு பெண் இற்கு காதில் ரகசியம் கூறுகிறார்,ஒரு பெண் இன்னோரு பெண் இற்கு காதில் ரகசியம் கூறுகிறார்,5
2328,ஐந்து சிறுவர்கள் புத்தகம் வாசிக்கின்றார்கள்.,பிள்ளைகள் மகிழ்வுடன் புத்தகங்களை வாசிக்கின்றனர்,4
2329,ஐந்து சிறுவர்கள் புத்தகம் வாசிக்கின்றார்கள்.,சிறுவர்கள் ஒன்று கூடி மகிழ்ச்சியாக கற்கின்றனர்.,4
2330,ஐந்து சிறுவர்கள் புத்தகம் வாசிக்கின்றார்கள்.,சிறுபாலார் தமது பாட புத்தகங்களை படிக்கின்றனர்.,4
2331,ஐந்து சிறுவர்கள் புத்தகம் வாசிக்கின்றார்கள்.,சிறுவர்கள் புற்தரையில் படுத்தவண்ணம் புத்தகம் படிக்கின்றனர்,3
2332,பிள்ளைகள் மகிழ்வுடன் புத்தகங்களை வாசிக்கின்றனர்,சிறுவர்கள் ஒன்று கூடி மகிழ்ச்சியாக கற்கின்றனர்.,4
2333,பிள்ளைகள் மகிழ்வுடன் புத்தகங்களை வாசிக்கின்றனர்,சிறுபாலார் தமது பாட புத்தகங்களை படிக்கின்றனர்.,3.333333333
2334,பிள்ளைகள் மகிழ்வுடன் புத்தகங்களை வாசிக்கின்றனர்,சிறுவர்கள் புற்தரையில் படுத்தவண்ணம் புத்தகம் படிக்கின்றனர்,3
2335,சிறுவர்கள் ஒன்று கூடி மகிழ்ச்சியாக கற்கின்றனர்.,சிறுபாலார் தமது பாட புத்தகங்களை படிக்கின்றனர்.,2.666666667
2336,சிறுவர்கள் ஒன்று கூடி மகிழ்ச்சியாக கற்கின்றனர்.,சிறுவர்கள் புற்தரையில் படுத்தவண்ணம் புத்தகம் படிக்கின்றனர்,2.333333333
2337,சிறுபாலார் தமது பாட புத்தகங்களை படிக்கின்றனர்.,சிறுவர்கள் புற்தரையில் படுத்தவண்ணம் புத்தகம் படிக்கின்றனர்,2.333333333
2338,நான்கு ஓட்டப்பந்தய வண்டிகள் ஓட்டப்பந்தய வீதியில் செல்கின்றன.,கார்ப்பந்தயத்தில் வீரர்கள் ஈடுபடுகின்றனர்,3
2339,நான்கு ஓட்டப்பந்தய வண்டிகள் ஓட்டப்பந்தய வீதியில் செல்கின்றன.,நான்கு அதிவேக மகிழூந்துகள் ஒன்றின் பின் ஒன்றாக செல்கின்றன.,3
2340,நான்கு ஓட்டப்பந்தய வண்டிகள் ஓட்டப்பந்தய வீதியில் செல்கின்றன.,போர்முலா கார்கள் ஓடுபாதையில் வளைவில் திரும்புகின்றன.,2.666666667
2341,நான்கு ஓட்டப்பந்தய வண்டிகள் ஓட்டப்பந்தய வீதியில் செல்கின்றன.,மனிதர்கள் கார் ஓடடபந்தயத்துக்காக கார்களை ஓட்டிய வண்ணம் செல்கின்றனர்,2.333333333
2342,கார்ப்பந்தயத்தில் வீரர்கள் ஈடுபடுகின்றனர்,நான்கு அதிவேக மகிழூந்துகள் ஒன்றின் பின் ஒன்றாக செல்கின்றன.,2
2343,கார்ப்பந்தயத்தில் வீரர்கள் ஈடுபடுகின்றனர்,போர்முலா கார்கள் ஓடுபாதையில் வளைவில் திரும்புகின்றன.,2
2344,கார்ப்பந்தயத்தில் வீரர்கள் ஈடுபடுகின்றனர்,மனிதர்கள் கார் ஓடடபந்தயத்துக்காக கார்களை ஓட்டிய வண்ணம் செல்கின்றனர்,5
2345,நான்கு அதிவேக மகிழூந்துகள் ஒன்றின் பின் ஒன்றாக செல்கின்றன.,போர்முலா கார்கள் ஓடுபாதையில் வளைவில் திரும்புகின்றன.,2.666666667
2346,நான்கு அதிவேக மகிழூந்துகள் ஒன்றின் பின் ஒன்றாக செல்கின்றன.,மனிதர்கள் கார் ஓடடபந்தயத்துக்காக கார்களை ஓட்டிய வண்ணம் செல்கின்றனர்,2
2347,போர்முலா கார்கள் ஓடுபாதையில் வளைவில் திரும்புகின்றன.,மனிதர்கள் கார் ஓடடபந்தயத்துக்காக கார்களை ஓட்டிய வண்ணம் செல்கின்றனர்,2
2348,ஒருவர் மலைப்பாதையில் மிதிவண்டியில் செல்கின்றார்.,சைக்கிளில் வீரர் பயணிக்கின்றார்,2.333333333
2349,ஒருவர் மலைப்பாதையில் மிதிவண்டியில் செல்கின்றார்.,சாகச வீரரொருவர் துவிச்சக்கர வண்டியுடன் மேடு பள்ளங்களில் பாய்ந்து செல்கின்றார்.,4.666666667
2350,ஒருவர் மலைப்பாதையில் மிதிவண்டியில் செல்கின்றார்.,விளையாட்டு வீரர் சைக்கிளில் பள்ளத்தை தாண்டுகிறார்.,2
2351,ஒருவர் மலைப்பாதையில் மிதிவண்டியில் செல்கின்றார்.,சைக்கிளில் ஒருவர் பாய்ந்து செல்கின்றார்,2
2352,சைக்கிளில் வீரர் பயணிக்கின்றார்,சாகச வீரரொருவர் துவிச்சக்கர வண்டியுடன் மேடு பள்ளங்களில் பாய்ந்து செல்கின்றார்.,3
2353,சைக்கிளில் வீரர் பயணிக்கின்றார்,விளையாட்டு வீரர் சைக்கிளில் பள்ளத்தை தாண்டுகிறார்.,3
2354,சைக்கிளில் வீரர் பயணிக்கின்றார்,சைக்கிளில் ஒருவர் பாய்ந்து செல்கின்றார்,3
2355,சாகச வீரரொருவர் துவிச்சக்கர வண்டியுடன் மேடு பள்ளங்களில் பாய்ந்து செல்கின்றார்.,விளையாட்டு வீரர் சைக்கிளில் பள்ளத்தை தாண்டுகிறார்.,1.666666667
2356,சாகச வீரரொருவர் துவிச்சக்கர வண்டியுடன் மேடு பள்ளங்களில் பாய்ந்து செல்கின்றார்.,சைக்கிளில் ஒருவர் பாய்ந்து செல்கின்றார்,1.666666667
2357,விளையாட்டு வீரர் சைக்கிளில் பள்ளத்தை தாண்டுகிறார்.,சைக்கிளில் ஒருவர் பாய்ந்து செல்கின்றார்,3.666666667
2358,ஓட்டப்பந்தயக்கார் வேகமாக புழூதியைக் கிளப்பியபடி வருகின்றது.,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,2
2359,ஓட்டப்பந்தயக்கார் வேகமாக புழூதியைக் கிளப்பியபடி வருகின்றது.,மணல் பாதையில் விரைந்து செல்லும் மகிழூந்தை பார்வையாளர்கள் பார்த்து மகிழ்கின்றர்.,2
2360,ஓட்டப்பந்தயக்கார் வேகமாக புழூதியைக் கிளப்பியபடி வருகின்றது.,கார் புழுதி கிளம்ப பாதையில் ஓடுகின்றது.,4
2361,ஓட்டப்பந்தயக்கார் வேகமாக புழூதியைக் கிளப்பியபடி வருகின்றது.,கார் ஓட்டப்பந்தயத்தில் ஒரு கார் வேகமாக செல்கிறது,4
2362,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,மணல் பாதையில் விரைந்து செல்லும் மகிழூந்தை பார்வையாளர்கள் பார்த்து மகிழ்கின்றர்.,2.666666667
2363,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,கார் புழுதி கிளம்ப பாதையில் ஓடுகின்றது.,2.666666667
2364,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,கார் ஓட்டப்பந்தயத்தில் ஒரு கார் வேகமாக செல்கிறது,2
2365,மணல் பாதையில் விரைந்து செல்லும் மகிழூந்தை பார்வையாளர்கள் பார்த்து மகிழ்கின்றர்.,கார் புழுதி கிளம்ப பாதையில் ஓடுகின்றது.,2
2366,மணல் பாதையில் விரைந்து செல்லும் மகிழூந்தை பார்வையாளர்கள் பார்த்து மகிழ்கின்றர்.,கார் ஓட்டப்பந்தயத்தில் ஒரு கார் வேகமாக செல்கிறது,2
2367,கார் புழுதி கிளம்ப பாதையில் ஓடுகின்றது.,கார் ஓட்டப்பந்தயத்தில் ஒரு கார் வேகமாக செல்கிறது,3.333333333
2368,ஒருவர் மிதிவண்டியுடன் சாகசத்தில் ஈடுபடுகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,5
