ID,sentence1,sentence2,manual_similarity
4054,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.60
4055,ஒருவா் விரைவாக ஓடுகின்றாா்,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.60
4056,ஒருவர் பந்துடன் ஓடுகிறார்.,கடைசி நேரத்தில் வீரன் களத்தில் குதிக்கிறான்.,0.00
4057,மணலில் ஒரு வாகனம் செல்கின்றது.,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,0.60
4058,மணலில் ஒரு வாகனம் செல்கின்றது.,வண்டி ஒன்று மணலில் சறுக்குகிறது,0.60
4059,மணலில் ஒரு வாகனம் செல்கின்றது.,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,0.00
4060,மணலில் ஒரு வாகனம் செல்கின்றது.,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,0.47
4061,மணலில் ஒரு வாகனம் செல்கின்றது.,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0.40
4062,மணலில் ஒரு வாகனம் செல்கின்றது.,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.33
4063,மணலில் ஒரு வாகனம் செல்கின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.33
4064,மணலில் ஒரு வாகனம் செல்கின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,1.00
4065,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,வண்டி ஒன்று மணலில் சறுக்குகிறது,0.47
4066,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,0.00
4067,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,0.40
4068,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0.40
4069,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.60
4070,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.20
4071,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.40
4072,வண்டி ஒன்று மணலில் சறுக்குகிறது,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,0.20
4073,வண்டி ஒன்று மணலில் சறுக்குகிறது,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,0.60
4074,வண்டி ஒன்று மணலில் சறுக்குகிறது,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0.60
4075,வண்டி ஒன்று மணலில் சறுக்குகிறது,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.60
4076,வண்டி ஒன்று மணலில் சறுக்குகிறது,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.20
4077,வண்டி ஒன்று மணலில் சறுக்குகிறது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.60
4078,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,0.00
4079,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0.00
4080,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.00
4081,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.20
4082,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.00
4083,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0.20
4084,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.20
4085,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.20
4086,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.60
4087,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.60
4088,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.20
4089,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.60
4090,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.20
4091,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.60
4092,இயந்திரம் தொழிற்பாட்டில் உள்ளது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.20
4093,விளையாட்டு பொருள் மணனலில் பயணிக்கிறது.,நவீன உழவு இயந்திரம் நிலத்தை பண்படுத்துகின்றது.,0.00
4094,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,0.60
4095,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,0.20
4096,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,0.80
4097,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,0.80
4098,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,0.67
4099,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,0.60
4100,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0.00
4101,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.00
4102,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,0.20
4103,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,0.80
4104,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,0.60
4105,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,0.60
4106,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,0.40
4107,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0.00
4108,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.20
4109,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,0.20
4110,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,0.20
4111,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,0.20
4112,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,0.60
4113,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0.00
4114,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.20
4115,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,0.60
4116,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,0.60
4117,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,0.40
4118,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0.00
4119,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.20
4120,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,1.00
4121,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,0.40
4122,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0.00
4123,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.20
4124,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,0.40
4125,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0.00
4126,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.20
4127,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0.00
4128,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.20
4129,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.20
4130,மூவர் ஒரே நேரத்தில் பாய்கின்றனர்.,எட்டாக்கனியை எட்டிப் பிடிக்கும் வீரர்கள்.,0.60
4131,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,0.20
4132,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,கார் ஒன்று தார் பாதையில் செல்கின்றது,0.80
4133,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,0.73
4134,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,0.53
4135,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,0.53
4136,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,மகிழுந்து ஒன்று செல்கின்றது.,0.53
4137,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,காா் உயா் வேகத்தில் உள்ளது,0.60
4138,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,விளையாட்டு அரங்கில் கார் நிறகிறது,0.20
4139,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,கார் ஒன்று தார் பாதையில் செல்கின்றது,0.27
4140,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,0.27
4141,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,0.27
4142,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,0.20
4143,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,மகிழுந்து ஒன்று செல்கின்றது.,0.20
4144,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,காா் உயா் வேகத்தில் உள்ளது,0.27
4145,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,விளையாட்டு அரங்கில் கார் நிறகிறது,0.60
4146,கார் ஒன்று தார் பாதையில் செல்கின்றது,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,0.80
4147,கார் ஒன்று தார் பாதையில் செல்கின்றது,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,0.53
4148,கார் ஒன்று தார் பாதையில் செல்கின்றது,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,0.73
4149,கார் ஒன்று தார் பாதையில் செல்கின்றது,மகிழுந்து ஒன்று செல்கின்றது.,0.67
4150,கார் ஒன்று தார் பாதையில் செல்கின்றது,காா் உயா் வேகத்தில் உள்ளது,0.67
4151,கார் ஒன்று தார் பாதையில் செல்கின்றது,விளையாட்டு அரங்கில் கார் நிறகிறது,0.40
4152,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,0.27
4153,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,0.33
4154,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,மகிழுந்து ஒன்று செல்கின்றது.,0.47
4155,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,காா் உயா் வேகத்தில் உள்ளது,0.80
4156,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,விளையாட்டு அரங்கில் கார் நிறகிறது,0.60
4157,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,0.33
4158,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,மகிழுந்து ஒன்று செல்கின்றது.,0.33
4159,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,காா் உயா் வேகத்தில் உள்ளது,0.73
4160,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,விளையாட்டு அரங்கில் கார் நிறகிறது,0.33
4161,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,மகிழுந்து ஒன்று செல்கின்றது.,0.00
4162,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,காா் உயா் வேகத்தில் உள்ளது,0.20
4163,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,விளையாட்டு அரங்கில் கார் நிறகிறது,0.40
4164,மகிழுந்து ஒன்று செல்கின்றது.,காா் உயா் வேகத்தில் உள்ளது,0.33
4165,மகிழுந்து ஒன்று செல்கின்றது.,விளையாட்டு அரங்கில் கார் நிறகிறது,0.80
4166,காா் உயா் வேகத்தில் உள்ளது,விளையாட்டு அரங்கில் கார் நிறகிறது,0.40
4167,வாகனம் வேகமாக திரும்புகிறது.,கிளித்தட்டு விளையாடும் விசித்திர கார்.,0.40
4168,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,0.00
4169,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,பனி காலத்தில் விளையாடுகின்றார்கள்,0.20
4170,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,0.27
4171,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,அணியினர் வெற்றி பெற போராடுகின்றனர்,0.27
4172,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,0.33
4173,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",0.60
4174,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.60
4175,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.40
4176,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,பனி காலத்தில் விளையாடுகின்றார்கள்,0.33
4177,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,0.47
4178,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,அணியினர் வெற்றி பெற போராடுகின்றனர்,0.80
4179,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,0.33
4180,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",1.00
4181,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.40
4182,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.20
4183,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,0.53
4184,பனி காலத்தில் விளையாடுகின்றார்கள்,அணியினர் வெற்றி பெற போராடுகின்றனர்,0.00
4185,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,0.20
4186,பனி காலத்தில் விளையாடுகின்றார்கள்,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",0.53
4187,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.27
4188,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.27
4189,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,அணியினர் வெற்றி பெற போராடுகின்றனர்,0.00
4190,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,0.40
4191,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",0.73
4192,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.40
4193,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.20
4194,அணியினர் வெற்றி பெற போராடுகின்றனர்,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,1.00
4195,அணியினர் வெற்றி பெற போராடுகின்றனர்,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",0.27
4196,அணியினர் வெற்றி பெற போராடுகின்றனர்,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.00
4197,அணியினர் வெற்றி பெற போராடுகின்றனர்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,1.00
4198,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",0.27
4199,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.40
4200,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.20
4201,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.80
4202,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.60
4203,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.60
4204,எல்லோரும் விளையாட்டில் ஆர்வமாக உள்ளனர்.,விறுவிறுப்பாக ஹொக்கியில் ஈடுபட்டுக் கொண்டுள்ளனர்.,0.60
4205,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,குதிரை சாகசம் நடக்கின்றது,0.53
4206,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,0.80
4207,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,1.00
4208,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,1.00
4209,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,1.00
4210,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவன் குதிரையில் செல்கின்றான்.,1.00
4211,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,1.00
4212,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,1.00
4213,குதிரை சாகசம் நடக்கின்றது,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,0.80
4214,குதிரை சாகசம் நடக்கின்றது,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,0.73
4215,குதிரை சாகசம் நடக்கின்றது,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,0.73
4216,குதிரை சாகசம் நடக்கின்றது,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,0.73
4217,குதிரை சாகசம் நடக்கின்றது,ஒருவன் குதிரையில் செல்கின்றான்.,0.73
4218,குதிரை சாகசம் நடக்கின்றது,ஒருவா் குதிரையை ஓட்டுகிறாா்,0.80
4219,குதிரை சாகசம் நடக்கின்றது,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,0.80
4220,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,0.40
4221,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,1.00
4222,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,1.00
4223,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவன் குதிரையில் செல்கின்றான்.,1.00
4224,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவா் குதிரையை ஓட்டுகிறாா்,1.00
4225,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,0.87
4226,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,0.80
4227,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,1.00
4228,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஒருவன் குதிரையில் செல்கின்றான்.,0.93
4229,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,1.00
4230,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,1.00
4231,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,0.87
4232,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,ஒருவன் குதிரையில் செல்கின்றான்.,1.00
4233,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,ஒருவா் குதிரையை ஓட்டுகிறாா்,1.00
4234,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,0.93
4235,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,ஒருவன் குதிரையில் செல்கின்றான்.,0.80
4236,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,0.93
4237,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,0.87
4238,ஒருவன் குதிரையில் செல்கின்றான்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,1.00
4239,ஒருவன் குதிரையில் செல்கின்றான்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,1.00
4240,ஒருவா் குதிரையை ஓட்டுகிறாா்,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,0.87
4241,குதிரை தாவிப் பாய்கிறது.,பந்தையத்தை வெல்ல பய்ந்து ஓடுகிறார்கள்.,0.87
4242,ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,0.73
4243,ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,0.20
4244,ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,0.27
