ID,sentence1,sentence2,manual_similarity
2162,சைக்கிளில் ஒருவர் சாகசம் காட்டுகிறார்,உந்துருளியில் ஒரு சாகசம்.,0.00
2163,ஒருவர் சைக்கிளை ஒற்றைச் சில்லில் சமநிலையில் வைத்திருக்கின்றார்.,ஒரு சில்லில் மிதிவண்டியை நிறுத்தி உள்ளார்,0.20
2164,ஒருவர் சைக்கிளை ஒற்றைச் சில்லில் சமநிலையில் வைத்திருக்கின்றார்.,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் புரிகிறார்.,0.80
2165,ஒருவர் சைக்கிளை ஒற்றைச் சில்லில் சமநிலையில் வைத்திருக்கின்றார்.,ஐந்து வினாடிகள் காத்திருந்தால் அண்ணன் சவாரியை முடித்துவிட்டு வருவான்.,0.00
2166,ஒருவர் சைக்கிளை ஒற்றைச் சில்லில் சமநிலையில் வைத்திருக்கின்றார்.,மிதி வண்டி உடன் ஒருவர் சுவர் இல் நிறுத்தி சமநிலை படுத்தி நிறகிறார்,0.60
2167,ஒருவர் சைக்கிளை ஒற்றைச் சில்லில் சமநிலையில் வைத்திருக்கின்றார்.,உந்துருளியில் ஒரு சாகசம்.,0.00
2168,ஒரு சில்லில் மிதிவண்டியை நிறுத்தி உள்ளார்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் புரிகிறார்.,0.60
2169,ஒரு சில்லில் மிதிவண்டியை நிறுத்தி உள்ளார்,ஐந்து வினாடிகள் காத்திருந்தால் அண்ணன் சவாரியை முடித்துவிட்டு வருவான்.,0.00
2170,ஒரு சில்லில் மிதிவண்டியை நிறுத்தி உள்ளார்,மிதி வண்டி உடன் ஒருவர் சுவர் இல் நிறுத்தி சமநிலை படுத்தி நிறகிறார்,0.80
2171,ஒரு சில்லில் மிதிவண்டியை நிறுத்தி உள்ளார்,உந்துருளியில் ஒரு சாகசம்.,0.00
2172,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் புரிகிறார்.,ஐந்து வினாடிகள் காத்திருந்தால் அண்ணன் சவாரியை முடித்துவிட்டு வருவான்.,0.00
2173,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் புரிகிறார்.,மிதி வண்டி உடன் ஒருவர் சுவர் இல் நிறுத்தி சமநிலை படுத்தி நிறகிறார்,1.00
2174,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் புரிகிறார்.,உந்துருளியில் ஒரு சாகசம்.,0.40
2175,ஐந்து வினாடிகள் காத்திருந்தால் அண்ணன் சவாரியை முடித்துவிட்டு வருவான்.,மிதி வண்டி உடன் ஒருவர் சுவர் இல் நிறுத்தி சமநிலை படுத்தி நிறகிறார்,0.27
2176,ஐந்து வினாடிகள் காத்திருந்தால் அண்ணன் சவாரியை முடித்துவிட்டு வருவான்.,உந்துருளியில் ஒரு சாகசம்.,0.13
2177,மிதி வண்டி உடன் ஒருவர் சுவர் இல் நிறுத்தி சமநிலை படுத்தி நிறகிறார்,உந்துருளியில் ஒரு சாகசம்.,0.07
2178,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,0.40
2179,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றனர்,0.07
2180,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,கார் வேகமாக ஓடுகின்றது.,0.67
2181,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றனர்,0.33
2182,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,கார் வேகமாக ஓடுகின்றது.,0.40
2183,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றனர்,கார் வேகமாக ஓடுகின்றது.,0.47
2184,ஒருவர் மணலில் சறுக்கிக்கொண்டு செல்கின்றார்.,மணல்சறுக்கலில் வீரர் ஈடுபடுகிறார்,0.53
2185,ஒருவர் மணலில் சறுக்கிக்கொண்டு செல்கின்றார்.,மணல் சறுக்கு விளையாட்டில் ஈடுபடுகிறார்,0.67
2186,ஒருவர் மணலில் சறுக்கிக்கொண்டு செல்கின்றார்.,நபர் ஒருவர் மணலில் சறுக்கி விளையாடுகிறார்.,0.80
2187,மணல்சறுக்கலில் வீரர் ஈடுபடுகிறார்,மணல் சறுக்கு விளையாட்டில் ஈடுபடுகிறார்,0.93
2188,மணல்சறுக்கலில் வீரர் ஈடுபடுகிறார்,நபர் ஒருவர் மணலில் சறுக்கி விளையாடுகிறார்.,0.80
2189,மணல் சறுக்கு விளையாட்டில் ஈடுபடுகிறார்,நபர் ஒருவர் மணலில் சறுக்கி விளையாடுகிறார்.,1.00
2190,வீரர்கள் சிலர் கால்ப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்.,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,0.93
2191,வீரர்கள் சிலர் கால்ப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்.,பந்து காப்பாளர் பந்தை தடுக்கிறார்,0.47
2192,வீரர்கள் சிலர் கால்ப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்.,பந்தை வைத்து வீரர்கள் விளையாடுகின்றனர்.,0.60
2193,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,பந்து காப்பாளர் பந்தை தடுக்கிறார்,0.60
2194,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,பந்தை வைத்து வீரர்கள் விளையாடுகின்றனர்.,0.53
2195,பந்து காப்பாளர் பந்தை தடுக்கிறார்,பந்தை வைத்து வீரர்கள் விளையாடுகின்றனர்.,0.40
2196,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,0.00
2197,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,உந்துருளியில் வேகமாக பயணம் செய்கிறார்,0.20
2198,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,மோட்டார் சைக்கிள் வீரரொருவர் மோட்டார் சைக்கிளை வேகமாக வளைவில் திருப்புகின்றார்.,0.07
2199,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,உந்துருளியில் வேகமாக பயணம் செய்கிறார்,0.53
2200,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,மோட்டார் சைக்கிள் வீரரொருவர் மோட்டார் சைக்கிளை வேகமாக வளைவில் திருப்புகின்றார்.,0.60
2201,உந்துருளியில் வேகமாக பயணம் செய்கிறார்,மோட்டார் சைக்கிள் வீரரொருவர் மோட்டார் சைக்கிளை வேகமாக வளைவில் திருப்புகின்றார்.,0.33
2202,டென்னிஸ் வீராங்கனை ஒருவர் டென்னிஸ் பந்தை அடிக்கின்றார்.,வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,0.33
2203,டென்னிஸ் வீராங்கனை ஒருவர் டென்னிஸ் பந்தை அடிக்கின்றார்.,பெண் ஒருவர் வலைப்பந்தாட்டம் விளையாடுகிறார்,0.00
2204,டென்னிஸ் வீராங்கனை ஒருவர் டென்னிஸ் பந்தை அடிக்கின்றார்.,டென்னிஸ் வீராங்கனை பந்தை வேகமாக அடிக்கிறார்.,0.87
2205,வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,பெண் ஒருவர் வலைப்பந்தாட்டம் விளையாடுகிறார்,0.40
2206,வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,டென்னிஸ் வீராங்கனை பந்தை வேகமாக அடிக்கிறார்.,0.73
2207,பெண் ஒருவர் வலைப்பந்தாட்டம் விளையாடுகிறார்,டென்னிஸ் வீராங்கனை பந்தை வேகமாக அடிக்கிறார்.,0.27
2208,ரக்பி வீரரெருவருர் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றார்.,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,0.53
2209,ரக்பி வீரரெருவருர் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றார்.,விளையாட்டில் வீர்ர்கள் ஈடுபடுகின்றனர்,0.67
2210,ரக்பி வீரரெருவருர் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றார்.,வீரரொருவர் விளையாட்டின் போது இன்னொரு வீரரின் மேல் பாய்கின்றார்.,0.47
2211,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,விளையாட்டில் வீர்ர்கள் ஈடுபடுகின்றனர்,0.40
2212,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,வீரரொருவர் விளையாட்டின் போது இன்னொரு வீரரின் மேல் பாய்கின்றார்.,0.53
2213,விளையாட்டில் வீர்ர்கள் ஈடுபடுகின்றனர்,வீரரொருவர் விளையாட்டின் போது இன்னொரு வீரரின் மேல் பாய்கின்றார்.,0.47
2214,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் சாகசம் செய்கின்றார்.,மோட்டார் சைக்கிளில் வீரர் சாகசம் செய்கிறார்,0.67
2215,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் சாகசம் செய்கின்றார்.,உந்துருளி சாகசம் ஒருவர் செய்கிறார்,0.53
2216,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் சாகசம் செய்கின்றார்.,மோட்டார் சைக்கிளில் வீரர் சாகசம் காட்டுகின்றார்.,0.53
2217,மோட்டார் சைக்கிளில் வீரர் சாகசம் செய்கிறார்,உந்துருளி சாகசம் ஒருவர் செய்கிறார்,0.80
2218,மோட்டார் சைக்கிளில் வீரர் சாகசம் செய்கிறார்,மோட்டார் சைக்கிளில் வீரர் சாகசம் காட்டுகின்றார்.,1.00
2219,உந்துருளி சாகசம் ஒருவர் செய்கிறார்,மோட்டார் சைக்கிளில் வீரர் சாகசம் காட்டுகின்றார்.,0.67
2220,நாய் ஒன்று மரத்தில் ஏதோ ஒன்றைப் பார்த்து பாய்ந்து குரைக்கின்றது.,நாய் ஒன்று மேல் எம்புகிறது,0.60
2221,நாய் ஒன்று மரத்தில் ஏதோ ஒன்றைப் பார்த்து பாய்ந்து குரைக்கின்றது.,நாய் ஒன்று துள்ளிப் பாய்கிறது,0.60
2222,நாய் ஒன்று மரத்தில் ஏதோ ஒன்றைப் பார்த்து பாய்ந்து குரைக்கின்றது.,நாய் இரு கால்களில் நின்று எம்பி விளையாடுகின்றது.,0.33
2223,நாய் ஒன்று மேல் எம்புகிறது,நாய் ஒன்று துள்ளிப் பாய்கிறது,0.53
2224,நாய் ஒன்று மேல் எம்புகிறது,நாய் இரு கால்களில் நின்று எம்பி விளையாடுகின்றது.,0.67
2225,நாய் ஒன்று துள்ளிப் பாய்கிறது,நாய் இரு கால்களில் நின்று எம்பி விளையாடுகின்றது.,0.60
2226,காயமடைந்த ரக்பி வீரரொருவருக்கு மற்றொரு வீரர் உதவுகின்றார்.,எல்லே போட்டியில் வீரர்கள் ஈடுபடுகின்றனர்,0.00
2227,காயமடைந்த ரக்பி வீரரொருவருக்கு மற்றொரு வீரர் உதவுகின்றார்.,வீர்ர் ஒருவர் சக வீர்ருக்கு உதவி செய்கிறார்,0.60
2228,காயமடைந்த ரக்பி வீரரொருவருக்கு மற்றொரு வீரர் உதவுகின்றார்.,வீரர் தனது இருப்பிடத்திற்கு சறுக்கி செல்கின்றார்.,0.00
2229,எல்லே போட்டியில் வீரர்கள் ஈடுபடுகின்றனர்,வீர்ர் ஒருவர் சக வீர்ருக்கு உதவி செய்கிறார்,0.33
2230,எல்லே போட்டியில் வீரர்கள் ஈடுபடுகின்றனர்,வீரர் தனது இருப்பிடத்திற்கு சறுக்கி செல்கின்றார்.,0.13
2231,வீர்ர் ஒருவர் சக வீர்ருக்கு உதவி செய்கிறார்,வீரர் தனது இருப்பிடத்திற்கு சறுக்கி செல்கின்றார்.,0.07
2232,வீரரொருவர் மிதிவண்டியில் மேலுயர்ந்து சாகசம் புரிகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,0.73
2233,வீரரொருவர் மிதிவண்டியில் மேலுயர்ந்து சாகசம் புரிகின்றார்.,மிதிவண்டியில் பெண் ஒருவர் சாகசம் செய்கிறார்,0.53
2234,வீரரொருவர் மிதிவண்டியில் மேலுயர்ந்து சாகசம் புரிகின்றார்.,வீரர் நாடு வானில் சைக்கிளுடன் பறக்கிறார்.,0.47
2235,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,மிதிவண்டியில் பெண் ஒருவர் சாகசம் செய்கிறார்,0.53
2236,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,வீரர் நாடு வானில் சைக்கிளுடன் பறக்கிறார்.,0.47
2237,மிதிவண்டியில் பெண் ஒருவர் சாகசம் செய்கிறார்,வீரர் நாடு வானில் சைக்கிளுடன் பறக்கிறார்.,0.40
2238,வீராங்கனைகள் இருவர் கைப்பந்து விளையாட்டில் ஈடுபடுகின்றனர்.,பெண்கள் கடற்கரை கரைப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்,0.67
2239,வீராங்கனைகள் இருவர் கைப்பந்து விளையாட்டில் ஈடுபடுகின்றனர்.,இரு பெண்கள் வலைப்பந்தாட்டம் ஆடுகின்றனர்,0.27
2240,வீராங்கனைகள் இருவர் கைப்பந்து விளையாட்டில் ஈடுபடுகின்றனர்.,இரு பெண் வீரர்கள் கரப்பந்தாட்டத்தில் ஈடுபட்டுள்ளனர்.,1.00
2241,பெண்கள் கடற்கரை கரைப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்,இரு பெண்கள் வலைப்பந்தாட்டம் ஆடுகின்றனர்,0.40
2242,பெண்கள் கடற்கரை கரைப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்,இரு பெண் வீரர்கள் கரப்பந்தாட்டத்தில் ஈடுபட்டுள்ளனர்.,0.53
2243,இரு பெண்கள் வலைப்பந்தாட்டம் ஆடுகின்றனர்,இரு பெண் வீரர்கள் கரப்பந்தாட்டத்தில் ஈடுபட்டுள்ளனர்.,0.00
2244,வீரரொருவர் மிதிவண்டியுடன் வானில் பறந்து சாகசம் புரிகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,0.87
2245,வீரரொருவர் மிதிவண்டியுடன் வானில் பறந்து சாகசம் புரிகின்றார்.,மலையிலிருந்து மிதிவண்டியுடன் ஒருவர் பாய்கின்றார்,0.47
2246,வீரரொருவர் மிதிவண்டியுடன் வானில் பறந்து சாகசம் புரிகின்றார்.,சைக்கிளோட்டி சைக்கிளுடன் நாடு வானில் பறக்கின்றார்.,0.53
2247,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,மலையிலிருந்து மிதிவண்டியுடன் ஒருவர் பாய்கின்றார்,0.73
2248,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,சைக்கிளோட்டி சைக்கிளுடன் நாடு வானில் பறக்கின்றார்.,0.60
2249,மலையிலிருந்து மிதிவண்டியுடன் ஒருவர் பாய்கின்றார்,சைக்கிளோட்டி சைக்கிளுடன் நாடு வானில் பறக்கின்றார்.,0.67
2250,வீரரொருவர் மிதிவண்டியுடன் சாகசம் புரிகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,1.00
2251,வீரரொருவர் மிதிவண்டியுடன் சாகசம் புரிகின்றார்.,நீண்ட வீதீயூடாக ஒருவர் பயணிக்கிறார்,0.07
2252,வீரரொருவர் மிதிவண்டியுடன் சாகசம் புரிகின்றார்.,சைக்கிள் ஓட்டப்போட்டியில் சைக்கிளோட்டி வேகமாக ஓடி செல்கின்றார்.,0.00
2253,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,நீண்ட வீதீயூடாக ஒருவர் பயணிக்கிறார்,0.13
2254,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,சைக்கிள் ஓட்டப்போட்டியில் சைக்கிளோட்டி வேகமாக ஓடி செல்கின்றார்.,0.00
2255,நீண்ட வீதீயூடாக ஒருவர் பயணிக்கிறார்,சைக்கிள் ஓட்டப்போட்டியில் சைக்கிளோட்டி வேகமாக ஓடி செல்கின்றார்.,0.60
2256,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,0.73
2257,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றார்கள்,0.13
2258,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,ஓடு பாதையில் கார் சறுக்கி செல்கின்றது.,0.47
2259,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றார்கள்,0.07
2260,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,ஓடு பாதையில் கார் சறுக்கி செல்கின்றது.,0.07
2261,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றார்கள்,ஓடு பாதையில் கார் சறுக்கி செல்கின்றது.,0.40
2262,ரக்பி வீரர்கள் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றனர்.,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,0.53
2263,ரக்பி வீரர்கள் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றனர்.,பந்தைப் பிடிப்பதற்காக அணியினர் போராடுகின்றனர்,0.87
2264,ரக்பி வீரர்கள் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றனர்.,வீரர்கள் பந்தை பிடிக்க பாய்கின்றனர்.,0.67
2265,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,பந்தைப் பிடிப்பதற்காக அணியினர் போராடுகின்றனர்,0.60
2266,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,வீரர்கள் பந்தை பிடிக்க பாய்கின்றனர்.,0.60
2267,பந்தைப் பிடிப்பதற்காக அணியினர் போராடுகின்றனர்,வீரர்கள் பந்தை பிடிக்க பாய்கின்றனர்.,0.73
2268,ரக்பி வீரர்கள் மிகவும் ஆக்ரோஷமாக விளையாட்டில் ஈடுபடுகின்றனர்.,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,0.60
2269,ரக்பி வீரர்கள் மிகவும் ஆக்ரோஷமாக விளையாட்டில் ஈடுபடுகின்றனர்.,பந்துக்காக அணியினர் போராடுகின்றனர்,0.47
2270,ரக்பி வீரர்கள் மிகவும் ஆக்ரோஷமாக விளையாட்டில் ஈடுபடுகின்றனர்.,வீரர் பந்தை எல்லைக்கோட்டிட்குள் கொண்டு செல்ல முட்படுகின்றார்.,0.47
2271,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,பந்துக்காக அணியினர் போராடுகின்றனர்,0.40
2272,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,வீரர் பந்தை எல்லைக்கோட்டிட்குள் கொண்டு செல்ல முட்படுகின்றார்.,0.47
2273,பந்துக்காக அணியினர் போராடுகின்றனர்,வீரர் பந்தை எல்லைக்கோட்டிட்குள் கொண்டு செல்ல முட்படுகின்றார்.,0.47
2274,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,0.67
2275,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,உந்துருளிப் பந்தயத்தில ஒரு வீர்ர் ஈடுபடுகின்றார்,0.53
2276,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,ஈரமான பாதையில் வீரர் மோட்டார் சைக்கிளை வேகமாக செலுத்துகிறார்.,0.33
2277,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,உந்துருளிப் பந்தயத்தில ஒரு வீர்ர் ஈடுபடுகின்றார்,1.00
2278,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,ஈரமான பாதையில் வீரர் மோட்டார் சைக்கிளை வேகமாக செலுத்துகிறார்.,0.67
2279,உந்துருளிப் பந்தயத்தில ஒரு வீர்ர் ஈடுபடுகின்றார்,ஈரமான பாதையில் வீரர் மோட்டார் சைக்கிளை வேகமாக செலுத்துகிறார்.,0.60
2280,கால்ப்பந்தினை வீரரொருவர் உதைக்கின்றார்.,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,0.67
2281,கால்ப்பந்தினை வீரரொருவர் உதைக்கின்றார்.,பந்தை வலையினுள் அடிக்க முயற்சி செய்கிறார்,0.40
2282,கால்ப்பந்தினை வீரரொருவர் உதைக்கின்றார்.,காட்பந்து வீரர் பந்தை கூடையை நோக்கி செலுத்துகின்றார்.,0.40
2283,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,பந்தை வலையினுள் அடிக்க முயற்சி செய்கிறார்,0.47
2284,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,காட்பந்து வீரர் பந்தை கூடையை நோக்கி செலுத்துகின்றார்.,0.67
2285,பந்தை வலையினுள் அடிக்க முயற்சி செய்கிறார்,காட்பந்து வீரர் பந்தை கூடையை நோக்கி செலுத்துகின்றார்.,0.20
2286,கோல்ப் வீராங்கனைகள் கோல்ப் பந்தை அடிக்க முயற்சிக்கின்றனர்.,பெண்கள் ஹொக்கி விளையாடுகிறார்கள்,0.00
2287,கோல்ப் வீராங்கனைகள் கோல்ப் பந்தை அடிக்க முயற்சிக்கின்றனர்.,பெண்கள் பந்தை அடிக்க முயற்சி செய்கின்றனர்,0.53
2288,கோல்ப் வீராங்கனைகள் கோல்ப் பந்தை அடிக்க முயற்சிக்கின்றனர்.,பெண்கள் அனைவரும் மும்முரமாக விளையாட்டில் ஈடுபட்டுள்ளனர்.,0.40
2289,பெண்கள் ஹொக்கி விளையாடுகிறார்கள்,பெண்கள் பந்தை அடிக்க முயற்சி செய்கின்றனர்,0.60
2290,பெண்கள் ஹொக்கி விளையாடுகிறார்கள்,பெண்கள் அனைவரும் மும்முரமாக விளையாட்டில் ஈடுபட்டுள்ளனர்.,0.60
2291,பெண்கள் பந்தை அடிக்க முயற்சி செய்கின்றனர்,பெண்கள் அனைவரும் மும்முரமாக விளையாட்டில் ஈடுபட்டுள்ளனர்.,0.33
2292,பறவை ஒன்று தாழ்வாகப் பறந்து செல்கின்றது.,மதிய நேரத்தில் பறவை பறக்கின்றது,0.33
2293,பறவை ஒன்று தாழ்வாகப் பறந்து செல்கின்றது.,பறக்கும் பறவையின் நிழல் தெரிகிறது,0.47
2294,பறவை ஒன்று தாழ்வாகப் பறந்து செல்கின்றது.,பறவை தாழ்வாக பறக்கின்றது.,1.00
2295,மதிய நேரத்தில் பறவை பறக்கின்றது,பறக்கும் பறவையின் நிழல் தெரிகிறது,0.40
2296,மதிய நேரத்தில் பறவை பறக்கின்றது,பறவை தாழ்வாக பறக்கின்றது.,0.33
2297,பறக்கும் பறவையின் நிழல் தெரிகிறது,பறவை தாழ்வாக பறக்கின்றது.,0.60
2298,சூரியன் மறையும் வேளை பறவை பறக்கின்றது.,மாலை நேரத்தில் பறவை பறக்கின்றது,0.87
2299,சூரியன் மறையும் வேளை பறவை பறக்கின்றது.,அந்தி நேரத்தில் பறவையொன்று இருப்பிடம் நாடிச் செல்கின்றது.,0.53
2300,சூரியன் மறையும் வேளை பறவை பறக்கின்றது.,பறவை சிறகு விரித்துப் பறக்கிறது.,0.47
2301,சூரியன் மறையும் வேளை பறவை பறக்கின்றது.,ஒரு பறவை வானில் பறக்கின்றது,0.47
2302,மாலை நேரத்தில் பறவை பறக்கின்றது,அந்தி நேரத்தில் பறவையொன்று இருப்பிடம் நாடிச் செல்கின்றது.,0.73
2303,மாலை நேரத்தில் பறவை பறக்கின்றது,பறவை சிறகு விரித்துப் பறக்கிறது.,0.47
2304,மாலை நேரத்தில் பறவை பறக்கின்றது,ஒரு பறவை வானில் பறக்கின்றது,0.40
2305,அந்தி நேரத்தில் பறவையொன்று இருப்பிடம் நாடிச் செல்கின்றது.,பறவை சிறகு விரித்துப் பறக்கிறது.,0.27
2306,அந்தி நேரத்தில் பறவையொன்று இருப்பிடம் நாடிச் செல்கின்றது.,ஒரு பறவை வானில் பறக்கின்றது,0.33
2307,பறவை சிறகு விரித்துப் பறக்கிறது.,ஒரு பறவை வானில் பறக்கின்றது,0.33
2308,மழையில் குடையுடன் பெண்ணொருவர் புகையிரதத்திற்காக காத்திருக்கின்றார்.,மழையில் பெண்ணொருத்தி புகையிரதத்திற்காக காத்திருக்கிறாள்,0.67
2309,மழையில் குடையுடன் பெண்ணொருவர் புகையிரதத்திற்காக காத்திருக்கின்றார்.,மழைப்பொழுதொன்றில் கையில் குடையுடன் சிறுமியொருத்தி புகைவண்டிக்காக காத்திருக்கிறாள்.,0.80
2310,மழையில் குடையுடன் பெண்ணொருவர் புகையிரதத்திற்காக காத்திருக்கின்றார்.,மழை பெய்யும் நேரத்தில் பெண்ணொருவர் இரயில் நிலையத்தில் குடை பிடித்து இருக்கிறார்.,0.80
2311,மழையில் குடையுடன் பெண்ணொருவர் புகையிரதத்திற்காக காத்திருக்கின்றார்.,ஒரு பெண் மழையில் குடை பிடித்தபடி ரயிலுக்காக காத்துக்கொண்டுள்ளார்,1.00
2312,மழையில் பெண்ணொருத்தி புகையிரதத்திற்காக காத்திருக்கிறாள்,மழைப்பொழுதொன்றில் கையில் குடையுடன் சிறுமியொருத்தி புகைவண்டிக்காக காத்திருக்கிறாள்.,0.73
2313,மழையில் பெண்ணொருத்தி புகையிரதத்திற்காக காத்திருக்கிறாள்,மழை பெய்யும் நேரத்தில் பெண்ணொருவர் இரயில் நிலையத்தில் குடை பிடித்து இருக்கிறார்.,0.80
2314,மழையில் பெண்ணொருத்தி புகையிரதத்திற்காக காத்திருக்கிறாள்,ஒரு பெண் மழையில் குடை பிடித்தபடி ரயிலுக்காக காத்துக்கொண்டுள்ளார்,0.80
2315,மழைப்பொழுதொன்றில் கையில் குடையுடன் சிறுமியொருத்தி புகைவண்டிக்காக காத்திருக்கிறாள்.,மழை பெய்யும் நேரத்தில் பெண்ணொருவர் இரயில் நிலையத்தில் குடை பிடித்து இருக்கிறார்.,0.73
2316,மழைப்பொழுதொன்றில் கையில் குடையுடன் சிறுமியொருத்தி புகைவண்டிக்காக காத்திருக்கிறாள்.,ஒரு பெண் மழையில் குடை பிடித்தபடி ரயிலுக்காக காத்துக்கொண்டுள்ளார்,1.00
2317,மழை பெய்யும் நேரத்தில் பெண்ணொருவர் இரயில் நிலையத்தில் குடை பிடித்து இருக்கிறார்.,ஒரு பெண் மழையில் குடை பிடித்தபடி ரயிலுக்காக காத்துக்கொண்டுள்ளார்,1.00
2318,பெண்ணொருவர் தோழியின் காதில் இரகசியம் கூறுகின்றார்.,ஒரு பெண் தன் தோழியிடம் இரகசியம் கூறுகிறாள்,1.00
2319,பெண்ணொருவர் தோழியின் காதில் இரகசியம் கூறுகின்றார்.,ஒரு சிறுமி தனது நண்பிக்கு இரகசியம் கூறுகின்றாள்.,0.87
