ID,sentence1,sentence2,manual_similarity
4302,මිනිසෙක් පාපැදියක් යොදාගෙන කරණම් ගසයි,මිනිසෙකු බයිසිකලයක් ආධාරයෙන් කරනම් ගසයි,0.93
4303,මිනිසෙක් පාපැදියක් යොදාගෙන කරණම් ගසයි, සුදු ජැකැට්ටුවක් ඇඳ සිටින අයිස් හොකී ක්‍රීඩකයා දැල රකියි,0
4304,මිනිසෙක් පාපැදියක් යොදාගෙන කරණම් ගසයි,නිල් පැහැති ඇඳුමකින් සැරසි පුද්ගලයෙකු පිටිය අසල සිටගෙන සිටියි,0.13
4305,පාපැදිකරුවෙක් උඩු ගුවනේ සිටින දර්ශනයක් රූපයේ දැක්වෙයි ,මිනිසෙකු බයිසිකලයක් ආධාරයෙන් කරනම් ගසයි,0.67
4306,පාපැදිකරුවෙක් උඩු ගුවනේ සිටින දර්ශනයක් රූපයේ දැක්වෙයි , සුදු ජැකැට්ටුවක් ඇඳ සිටින අයිස් හොකී ක්‍රීඩකයා දැල රකියි,0.13
4307,පාපැදිකරුවෙක් උඩු ගුවනේ සිටින දර්ශනයක් රූපයේ දැක්වෙයි ,නිල් පැහැති ඇඳුමකින් සැරසි පුද්ගලයෙකු පිටිය අසල සිටගෙන සිටියි,0.13
4308,මිනිසෙකු බයිසිකලයක් ආධාරයෙන් කරනම් ගසයි, සුදු ජැකැට්ටුවක් ඇඳ සිටින අයිස් හොකී ක්‍රීඩකයා දැල රකියි,0
4309,මිනිසෙකු බයිසිකලයක් ආධාරයෙන් කරනම් ගසයි,නිල් පැහැති ඇඳුමකින් සැරසි පුද්ගලයෙකු පිටිය අසල සිටගෙන සිටියි,0
4310, සුදු ජැකැට්ටුවක් ඇඳ සිටින අයිස් හොකී ක්‍රීඩකයා දැල රකියි,නිල් පැහැති ඇඳුමකින් සැරසි පුද්ගලයෙකු පිටිය අසල සිටගෙන සිටියි,0.2
4311,අයිස් හොකී ක්‍රීඩා කරන ක්‍රීඩකයෙක් පන්දුව දෙසට ඇස් යොමා ගෙන සිටියි,හොකී ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි,0.47
4312,අයිස් හොකී ක්‍රීඩා කරන ක්‍රීඩකයෙක් පන්දුව දෙසට ඇස් යොමා ගෙන සිටියි,මිනිසෙකු ක්‍රීඩා කරමින් බිම බලා සිටියි ,0.33
4313,අයිස් හොකී ක්‍රීඩා කරන ක්‍රීඩකයෙක් පන්දුව දෙසට ඇස් යොමා ගෙන සිටියි,සුදු ඇඳුමක් ඇඳ සිටින පච්ච කෙටූ ක්‍රීඩකයා පැසිපන්දුව බවුන්ස් කරමින් ඉදිරියට එයි,0
4314,අයිස් හොකී ක්‍රීඩා කරන ක්‍රීඩකයෙක් පන්දුව දෙසට ඇස් යොමා ගෙන සිටියි,තරුණයෙකු පාපැදියත් සමග ගුවනට විසිවී සිටියි,0
4315,හොකී ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි,මිනිසෙකු ක්‍රීඩා කරමින් බිම බලා සිටියි ,0.33
4316,හොකී ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි,සුදු ඇඳුමක් ඇඳ සිටින පච්ච කෙටූ ක්‍රීඩකයා පැසිපන්දුව බවුන්ස් කරමින් ඉදිරියට එයි,0
4317,හොකී ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි,තරුණයෙකු පාපැදියත් සමග ගුවනට විසිවී සිටියි,0
4318,මිනිසෙකු ක්‍රීඩා කරමින් බිම බලා සිටියි ,සුදු ඇඳුමක් ඇඳ සිටින පච්ච කෙටූ ක්‍රීඩකයා පැසිපන්දුව බවුන්ස් කරමින් ඉදිරියට එයි,0.33
4319,මිනිසෙකු ක්‍රීඩා කරමින් බිම බලා සිටියි ,තරුණයෙකු පාපැදියත් සමග ගුවනට විසිවී සිටියි,0.2
4320,සුදු ඇඳුමක් ඇඳ සිටින පච්ච කෙටූ ක්‍රීඩකයා පැසිපන්දුව බවුන්ස් කරමින් ඉදිරියට එයි,තරුණයෙකු පාපැදියත් සමග ගුවනට විසිවී සිටියි,0
4321,ටෙනිස් ක්‍රීඩකයෙක් පන්දුවට පහර දෙයි,ටෙනිස් ක්‍රීඩාවේ යෙදී සිටින ටෙනිස් ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි,0.73
4322,ටෙනිස් ක්‍රීඩකයෙක් පන්දුවට පහර දෙයි,මිනිසෙකු ටෙනිස් ක්‍රීඩාවේ යෙදී සිටියි ,0.87
4323,ටෙනිස් ක්‍රීඩකයෙක් පන්දුවට පහර දෙයි,සුදු ඇඳුමක් ඇඳ සිටින කලු ඇමරිකානු ජාතික ක්‍රීඩකයා පැසිපන්දුව බවුන්ස් කරමින් ඉදිරියට එයි,0
4324,ටෙනිස් ක්‍රීඩකයෙක් පන්දුවට පහර දෙයි,ක්‍රීඩකයෙකු හොකී ක්‍රීඩා කිරීමට සුදානම් වී සිටියි,0
4325,ටෙනිස් ක්‍රීඩාවේ යෙදී සිටින ටෙනිස් ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි,මිනිසෙකු ටෙනිස් ක්‍රීඩාවේ යෙදී සිටියි ,0.87
4326,ටෙනිස් ක්‍රීඩාවේ යෙදී සිටින ටෙනිස් ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි,සුදු ඇඳුමක් ඇඳ සිටින කලු ඇමරිකානු ජාතික ක්‍රීඩකයා පැසිපන්දුව බවුන්ස් කරමින් ඉදිරියට එයි,0
4327,ටෙනිස් ක්‍රීඩාවේ යෙදී සිටින ටෙනිස් ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි,ක්‍රීඩකයෙකු හොකී ක්‍රීඩා කිරීමට සුදානම් වී සිටියි,0
4328,මිනිසෙකු ටෙනිස් ක්‍රීඩාවේ යෙදී සිටියි ,සුදු ඇඳුමක් ඇඳ සිටින කලු ඇමරිකානු ජාතික ක්‍රීඩකයා පැසිපන්දුව බවුන්ස් කරමින් ඉදිරියට එයි,0
4329,මිනිසෙකු ටෙනිස් ක්‍රීඩාවේ යෙදී සිටියි ,ක්‍රීඩකයෙකු හොකී ක්‍රීඩා කිරීමට සුදානම් වී සිටියි,0
4330,සුදු ඇඳුමක් ඇඳ සිටින කලු ඇමරිකානු ජාතික ක්‍රීඩකයා පැසිපන්දුව බවුන්ස් කරමින් ඉදිරියට එයි,ක්‍රීඩකයෙකු හොකී ක්‍රීඩා කිරීමට සුදානම් වී සිටියි,0
4331,උඩුකය නිරුවත් මිනිසෙක් කරනම් ගසමින් ක්‍රීඩා කරයි,ස්කෙටින්ග් ක්‍රීඩාවේ නිරතවන ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි ,0.07
4332,උඩුකය නිරුවත් මිනිසෙක් කරනම් ගසමින් ක්‍රීඩා කරයි,මිනිසෙකු උඩ පනිමින් කරනම් ගසයි,0.67
4333,උඩුකය නිරුවත් මිනිසෙක් කරනම් ගසමින් ක්‍රීඩා කරයි,සුදු හිස්වැස්මක් පැළඳ සිටින ආසියානු ජාතිකයා බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,0.2
4334,උඩුකය නිරුවත් මිනිසෙක් කරනම් ගසමින් ක්‍රීඩා කරයි,තරුණයෙකු ටෙනිස් ක්‍රීඩා කරමින් සිටියි,0.13
4335,ස්කෙටින්ග් ක්‍රීඩාවේ නිරතවන ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි ,මිනිසෙකු උඩ පනිමින් කරනම් ගසයි,0.07
4336,ස්කෙටින්ග් ක්‍රීඩාවේ නිරතවන ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි ,සුදු හිස්වැස්මක් පැළඳ සිටින ආසියානු ජාතිකයා බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,0
4337,ස්කෙටින්ග් ක්‍රීඩාවේ නිරතවන ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි ,තරුණයෙකු ටෙනිස් ක්‍රීඩා කරමින් සිටියි,0
4338,මිනිසෙකු උඩ පනිමින් කරනම් ගසයි,සුදු හිස්වැස්මක් පැළඳ සිටින ආසියානු ජාතිකයා බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,0
4339,මිනිසෙකු උඩ පනිමින් කරනම් ගසයි,තරුණයෙකු ටෙනිස් ක්‍රීඩා කරමින් සිටියි,0
4340,සුදු හිස්වැස්මක් පැළඳ සිටින ආසියානු ජාතිකයා බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,තරුණයෙකු ටෙනිස් ක්‍රීඩා කරමින් සිටියි,0
4341,පැසිපන්දු ක්‍රීඩකයන් දෙදෙනෙක් කරට කර තරඟයක යෙදෙයි,විරුද්ධ පිලේ ක්‍රීඩකයෙක් නතර කිරීමට උත්සාහ කරන පැසිපන්දු ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි,0.73
4342,පැසිපන්දු ක්‍රීඩකයන් දෙදෙනෙක් කරට කර තරඟයක යෙදෙයි,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි,0.67
4343,පැසිපන්දු ක්‍රීඩකයන් දෙදෙනෙක් කරට කර තරඟයක යෙදෙයි,සුදු හිස්වැස්මක් සහ රතු,0
4344,පැසිපන්දු ක්‍රීඩකයන් දෙදෙනෙක් කරට කර තරඟයක යෙදෙයි,තරුණයින් පිරිසක් වේදිකාවක් මත සිටගෙන සිටියි,0
4345,විරුද්ධ පිලේ ක්‍රීඩකයෙක් නතර කිරීමට උත්සාහ කරන පැසිපන්දු ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි,0.53
4346,විරුද්ධ පිලේ ක්‍රීඩකයෙක් නතර කිරීමට උත්සාහ කරන පැසිපන්දු ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි,සුදු හිස්වැස්මක් සහ රතු,0
4347,විරුද්ධ පිලේ ක්‍රීඩකයෙක් නතර කිරීමට උත්සාහ කරන පැසිපන්දු ක්‍රීඩකයෙක් රූපයේ දැක්වෙයි,තරුණයින් පිරිසක් වේදිකාවක් මත සිටගෙන සිටියි,0
4348,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි,සුදු හිස්වැස්මක් සහ රතු,0
4349,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි,තරුණයින් පිරිසක් වේදිකාවක් මත සිටගෙන සිටියි,0
4350,සුදු හිස්වැස්මක් සහ රතු,තරුණයින් පිරිසක් වේදිකාවක් මත සිටගෙන සිටියි,0
4351,අයෙක් මාර්ගයක් දිගේ පාපැදියක් ධාවනය කරයි,බයිසිකලයක නැගී යන ගැහැණු ළමයෙක් රූපයේ දැක්වෙයි,0.4
4352,අයෙක් මාර්ගයක් දිගේ පාපැදියක් ධාවනය කරයි,මිනිසකු පාර දිගේ බයිසිකලයක් පදියි ,0.93
4353,අයෙක් මාර්ගයක් දිගේ පාපැදියක් ධාවනය කරයි, සුදු ජැකැට්ටුවක් ඇඳ සිටින තරුණයෙක් අයිස් හොකී ක්‍රීඩාවේ නියැලෙනු පෙනේ,0
4354,අයෙක් මාර්ගයක් දිගේ පාපැදියක් ධාවනය කරයි,සුදු පැහැති ඇඳුමෙන් සැරසි  ක්‍රීඩකයෙකු පන්දුව අත්කර ගැනීමට උත්සාහ කරයි,0
4355,බයිසිකලයක නැගී යන ගැහැණු ළමයෙක් රූපයේ දැක්වෙයි,මිනිසකු පාර දිගේ බයිසිකලයක් පදියි ,0.47
4356,බයිසිකලයක නැගී යන ගැහැණු ළමයෙක් රූපයේ දැක්වෙයි, සුදු ජැකැට්ටුවක් ඇඳ සිටින තරුණයෙක් අයිස් හොකී ක්‍රීඩාවේ නියැලෙනු පෙනේ,0
4357,බයිසිකලයක නැගී යන ගැහැණු ළමයෙක් රූපයේ දැක්වෙයි,සුදු පැහැති ඇඳුමෙන් සැරසි  ක්‍රීඩකයෙකු පන්දුව අත්කර ගැනීමට උත්සාහ කරයි,0
4358,මිනිසකු පාර දිගේ බයිසිකලයක් පදියි , සුදු ජැකැට්ටුවක් ඇඳ සිටින තරුණයෙක් අයිස් හොකී ක්‍රීඩාවේ නියැලෙනු පෙනේ,0
4359,මිනිසකු පාර දිගේ බයිසිකලයක් පදියි ,සුදු පැහැති ඇඳුමෙන් සැරසි  ක්‍රීඩකයෙකු පන්දුව අත්කර ගැනීමට උත්සාහ කරයි,0
4360, සුදු ජැකැට්ටුවක් ඇඳ සිටින තරුණයෙක් අයිස් හොකී ක්‍රීඩාවේ නියැලෙනු පෙනේ,සුදු පැහැති ඇඳුමෙන් සැරසි  ක්‍රීඩකයෙකු පන්දුව අත්කර ගැනීමට උත්සාහ කරයි,0.27
4361,මිනිසෙක් කරණම් ගසන ආකාරය දෙස වෙනත් අයෙක් බලා සිටී,ළමයෙක් බටහිර නර්තන විලාසයක යෙදී සිටියි,0.07
4362,මිනිසෙක් කරණම් ගසන ආකාරය දෙස වෙනත් අයෙක් බලා සිටී,මිනිසෙකු කරනම් ගැසීමට සුදානම් වෙයි ,0.53
4363,මිනිසෙක් කරණම් ගසන ආකාරය දෙස වෙනත් අයෙක් බලා සිටී,තැඹිලි පැහැති කමිසයක් ඇඳ සිටින ක්‍රීඩකයා ටෙනිස් තරඟයක පිත්තෙන් පන්දුවට පහර දීමට නියමිතයි,0
4364,මිනිසෙක් කරණම් ගසන ආකාරය දෙස වෙනත් අයෙක් බලා සිටී,පුද්ගලයෙකු මාර්ගයක් ඔස්සේ පාපැදියක් ධාවනය කරමින් සිටියි,0
4365,ළමයෙක් බටහිර නර්තන විලාසයක යෙදී සිටියි,මිනිසෙකු කරනම් ගැසීමට සුදානම් වෙයි ,0.27
4366,ළමයෙක් බටහිර නර්තන විලාසයක යෙදී සිටියි,තැඹිලි පැහැති කමිසයක් ඇඳ සිටින ක්‍රීඩකයා ටෙනිස් තරඟයක පිත්තෙන් පන්දුවට පහර දීමට නියමිතයි,0
4367,ළමයෙක් බටහිර නර්තන විලාසයක යෙදී සිටියි,පුද්ගලයෙකු මාර්ගයක් ඔස්සේ පාපැදියක් ධාවනය කරමින් සිටියි,0
4368,මිනිසෙකු කරනම් ගැසීමට සුදානම් වෙයි ,තැඹිලි පැහැති කමිසයක් ඇඳ සිටින ක්‍රීඩකයා ටෙනිස් තරඟයක පිත්තෙන් පන්දුවට පහර දීමට නියමිතයි,0
4369,මිනිසෙකු කරනම් ගැසීමට සුදානම් වෙයි ,පුද්ගලයෙකු මාර්ගයක් ඔස්සේ පාපැදියක් ධාවනය කරමින් සිටියි,0
4370,තැඹිලි පැහැති කමිසයක් ඇඳ සිටින ක්‍රීඩකයා ටෙනිස් තරඟයක පිත්තෙන් පන්දුවට පහර දීමට නියමිතයි,පුද්ගලයෙකු මාර්ගයක් ඔස්සේ පාපැදියක් ධාවනය කරමින් සිටියි,0
4371,මිනිසෙක් හිම කන්දක ක්‍රීඩා කරයි,හිම මත ලිස්සා යන ක්‍රීඩකයෙක් පාපුවරුවක් මත සිටියි,0.6
4372,මිනිසෙක් හිම කන්දක ක්‍රීඩා කරයි,මිනිසෙකු උඩ පනිමින් කරනම් ගසයි,0.2
4373,මිනිසෙක් හිම කන්දක ක්‍රීඩා කරයි,උඩුකය නිරුවත් හැඩිදැඩි මිනිසෙක් එළි මහනේ ස්කේටිං පුහුණුවීම් වල යෙදෙයි,0.07
4374,මිනිසෙක් හිම කන්දක ක්‍රීඩා කරයි,තරුණයෙකු නර්තනයෙහි යෙදෙන අයුරු තවත් තරුණයෙකු විසින් නරඹනු ලබයි,0
4375,හිම මත ලිස්සා යන ක්‍රීඩකයෙක් පාපුවරුවක් මත සිටියි,මිනිසෙකු උඩ පනිමින් කරනම් ගසයි,0.2
4376,හිම මත ලිස්සා යන ක්‍රීඩකයෙක් පාපුවරුවක් මත සිටියි,උඩුකය නිරුවත් හැඩිදැඩි මිනිසෙක් එළි මහනේ ස්කේටිං පුහුණුවීම් වල යෙදෙයි,0.07
4377,හිම මත ලිස්සා යන ක්‍රීඩකයෙක් පාපුවරුවක් මත සිටියි,තරුණයෙකු නර්තනයෙහි යෙදෙන අයුරු තවත් තරුණයෙකු විසින් නරඹනු ලබයි,0
4378,මිනිසෙකු උඩ පනිමින් කරනම් ගසයි,උඩුකය නිරුවත් හැඩිදැඩි මිනිසෙක් එළි මහනේ ස්කේටිං පුහුණුවීම් වල යෙදෙයි,0.13
4379,මිනිසෙකු උඩ පනිමින් කරනම් ගසයි,තරුණයෙකු නර්තනයෙහි යෙදෙන අයුරු තවත් තරුණයෙකු විසින් නරඹනු ලබයි,0.2
4380,උඩුකය නිරුවත් හැඩිදැඩි මිනිසෙක් එළි මහනේ ස්කේටිං පුහුණුවීම් වල යෙදෙයි,තරුණයෙකු නර්තනයෙහි යෙදෙන අයුරු තවත් තරුණයෙකු විසින් නරඹනු ලබයි,0
4381,මිනිසෙක් පඩි පෙළක් අසල සිට උඩ පනියි,ළමයෙක් අත්‍ වැටක් උඩින් පනියි,0.33
4382,මිනිසෙක් පඩි පෙළක් අසල සිට උඩ පනියි,මිනිසෙකු උඩ පනිමින් කරනම් ගසයි,0.4
4383,මිනිසෙක් පඩි පෙළක් අසල සිට උඩ පනියි,ක්‍රීඩකයන් දෙදෙනෙක් පාපන්දු තරඟයක නිරත වන අතර දම් පැහැති 10 ජර්සිය ඇඳ සිටින තරුණයා අතැතිව පන්දුව තිබේ,0
4384,මිනිසෙක් පඩි පෙළක් අසල සිට උඩ පනියි,කොළ පැහැති බැම්මක් මත පුද්ගලයෙකු ලිස්සා යයි,0.13
4385,ළමයෙක් අත්‍ වැටක් උඩින් පනියි,මිනිසෙකු උඩ පනිමින් කරනම් ගසයි,0.27
4386,ළමයෙක් අත්‍ වැටක් උඩින් පනියි,ක්‍රීඩකයන් දෙදෙනෙක් පාපන්දු තරඟයක නිරත වන අතර දම් පැහැති 10 ජර්සිය ඇඳ සිටින තරුණයා අතැතිව පන්දුව තිබේ,0
4387,ළමයෙක් අත්‍ වැටක් උඩින් පනියි,කොළ පැහැති බැම්මක් මත පුද්ගලයෙකු ලිස්සා යයි,0.07
4388,මිනිසෙකු උඩ පනිමින් කරනම් ගසයි,ක්‍රීඩකයන් දෙදෙනෙක් පාපන්දු තරඟයක නිරත වන අතර දම් පැහැති 10 ජර්සිය ඇඳ සිටින තරුණයා අතැතිව පන්දුව තිබේ,0
4389,මිනිසෙකු උඩ පනිමින් කරනම් ගසයි,කොළ පැහැති බැම්මක් මත පුද්ගලයෙකු ලිස්සා යයි,0
4390,ක්‍රීඩකයන් දෙදෙනෙක් පාපන්දු තරඟයක නිරත වන අතර දම් පැහැති 10 ජර්සිය ඇඳ සිටින තරුණයා අතැතිව පන්දුව තිබේ,කොළ පැහැති බැම්මක් මත පුද්ගලයෙකු ලිස්සා යයි,0
4391,ළමුන් පිරිසක් මාර්ගයක් මද  පාපන්දු ක්‍රීඩාවේ යෙදෙති,ළමයින් කණ්ඩායමක් වීදියක පාපන්දු තරඟයක යෙදී සිටිති,0.93
4392,ළමුන් පිරිසක් මාර්ගයක් මද  පාපන්දු ක්‍රීඩාවේ යෙදෙති,කුඩා ළමුන් පිරිසක් පාරක් මැද ක්‍රීඩා කරයි ,0.8
4393,ළමුන් පිරිසක් මාර්ගයක් මද  පාපන්දු ක්‍රීඩාවේ යෙදෙති,ලා නිල් පැහැති ජැකට්ටුවක් පැළඳ සිටින කාන්තාව බයිසිකලයෙන් ගමන් කරයි,0
4394,ළමුන් පිරිසක් මාර්ගයක් මද  පාපන්දු ක්‍රීඩාවේ යෙදෙති,තරුණයෙකු පඩි පෙළක ඉහල සිට පහළට පනියි,0
4395,ළමයින් කණ්ඩායමක් වීදියක පාපන්දු තරඟයක යෙදී සිටිති,කුඩා ළමුන් පිරිසක් පාරක් මැද ක්‍රීඩා කරයි ,0.73
4396,ළමයින් කණ්ඩායමක් වීදියක පාපන්දු තරඟයක යෙදී සිටිති,ලා නිල් පැහැති ජැකට්ටුවක් පැළඳ සිටින කාන්තාව බයිසිකලයෙන් ගමන් කරයි,0
4397,ළමයින් කණ්ඩායමක් වීදියක පාපන්දු තරඟයක යෙදී සිටිති,තරුණයෙකු පඩි පෙළක ඉහල සිට පහළට පනියි,0
4398,කුඩා ළමුන් පිරිසක් පාරක් මැද ක්‍රීඩා කරයි ,ලා නිල් පැහැති ජැකට්ටුවක් පැළඳ සිටින කාන්තාව බයිසිකලයෙන් ගමන් කරයි,0
4399,කුඩා ළමුන් පිරිසක් පාරක් මැද ක්‍රීඩා කරයි ,තරුණයෙකු පඩි පෙළක ඉහල සිට පහළට පනියි,0
4400,ලා නිල් පැහැති ජැකට්ටුවක් පැළඳ සිටින කාන්තාව බයිසිකලයෙන් ගමන් කරයි,තරුණයෙකු පඩි පෙළක ඉහල සිට පහළට පනියි,0
4401,මිනිසෙක් රෝද සහිත සපත්තු යොදා ගෙන ක්‍රීඩා කරයි,දම් පැහැ ඇදුමකින් සැරසුණු ළමයෙක් රූපයේ දැක්වෙයි,0
4402,මිනිසෙක් රෝද සහිත සපත්තු යොදා ගෙන ක්‍රීඩා කරයි,මිනිසෙකු රෝද සපත්තු පදියි ,0.87
4403,මිනිසෙක් රෝද සහිත සපත්තු යොදා ගෙන ක්‍රීඩා කරයි,ඉරි සහිත කමිසයක් ඇඳ සිටින තරුණයා ඔහුගේ නර්තන දස්කම් පෙන්වයි,0.27
4404,මිනිසෙක් රෝද සහිත සපත්තු යොදා ගෙන ක්‍රීඩා කරයි,කුඩා ළමුන් පිරිසක් පාපන්දු ක්‍රීඩා කරති,0.13
4405,දම් පැහැ ඇදුමකින් සැරසුණු ළමයෙක් රූපයේ දැක්වෙයි,මිනිසෙකු රෝද සපත්තු පදියි ,0.2
4406,දම් පැහැ ඇදුමකින් සැරසුණු ළමයෙක් රූපයේ දැක්වෙයි,ඉරි සහිත කමිසයක් ඇඳ සිටින තරුණයා ඔහුගේ නර්තන දස්කම් පෙන්වයි,0.2
4407,දම් පැහැ ඇදුමකින් සැරසුණු ළමයෙක් රූපයේ දැක්වෙයි,කුඩා ළමුන් පිරිසක් පාපන්දු ක්‍රීඩා කරති,0.13
4408,මිනිසෙකු රෝද සපත්තු පදියි ,ඉරි සහිත කමිසයක් ඇඳ සිටින තරුණයා ඔහුගේ නර්තන දස්කම් පෙන්වයි,0
4409,මිනිසෙකු රෝද සපත්තු පදියි ,කුඩා ළමුන් පිරිසක් පාපන්දු ක්‍රීඩා කරති,0
4410,ඉරි සහිත කමිසයක් ඇඳ සිටින තරුණයා ඔහුගේ නර්තන දස්කම් පෙන්වයි,කුඩා ළමුන් පිරිසක් පාපන්දු ක්‍රීඩා කරති,0
4411,කුඩා ළමයෙක් මුහුදේ රළ සමග ක්‍රීඩා කරයි,දිය රළ සමඟ සෙල්ලම් කරන ළමයෙක් රූපයේ දැක්වෙයි,0.87
4412,කුඩා ළමයෙක් මුහුදේ රළ සමග ක්‍රීඩා කරයි,කුඩා ළමයෙකු මුහුදු රළ පදියි,0.8
4413,කුඩා ළමයෙක් මුහුදේ රළ සමග ක්‍රීඩා කරයි,කොළ පැහැති ජැකට්ටුවක් පැළඳ සිටින තරුණයා හිමේ ස්කීං පුහුණු වීම් වල නිරත වෙයි,0
4414,කුඩා ළමයෙක් මුහුදේ රළ සමග ක්‍රීඩා කරයි,හිස් වැසුමක් පළඳින ලද තරුණයෙක් රෝද සපත්තු මතින් ගමන් කරයි,0
4415,දිය රළ සමඟ සෙල්ලම් කරන ළමයෙක් රූපයේ දැක්වෙයි,කුඩා ළමයෙකු මුහුදු රළ පදියි,0.6
4416,දිය රළ සමඟ සෙල්ලම් කරන ළමයෙක් රූපයේ දැක්වෙයි,කොළ පැහැති ජැකට්ටුවක් පැළඳ සිටින තරුණයා හිමේ ස්කීං පුහුණු වීම් වල නිරත වෙයි,0
4417,දිය රළ සමඟ සෙල්ලම් කරන ළමයෙක් රූපයේ දැක්වෙයි,හිස් වැසුමක් පළඳින ලද තරුණයෙක් රෝද සපත්තු මතින් ගමන් කරයි,0
4418,කුඩා ළමයෙකු මුහුදු රළ පදියි,කොළ පැහැති ජැකට්ටුවක් පැළඳ සිටින තරුණයා හිමේ ස්කීං පුහුණු වීම් වල නිරත වෙයි,0
4419,කුඩා ළමයෙකු මුහුදු රළ පදියි,හිස් වැසුමක් පළඳින ලද තරුණයෙක් රෝද සපත්තු මතින් ගමන් කරයි,0
4420,කොළ පැහැති ජැකට්ටුවක් පැළඳ සිටින තරුණයා හිමේ ස්කීං පුහුණු වීම් වල නිරත වෙයි,හිස් වැසුමක් පළඳින ලද තරුණයෙක් රෝද සපත්තු මතින් ගමන් කරයි,0
4421,කාන්තාවන් දෙදෙනෙක් මල්ලවපොර තරඟයක යෙදෙති,ගැහැණු දෙදෙනෙක් මල්ලව පොර තරඟයක යෙදී සිටිති ,0.93
4422,කාන්තාවන් දෙදෙනෙක් මල්ලවපොර තරඟයක යෙදෙති,කාන්තාවන් දෙදෙනෙක් බොක්සින් ක්‍රීඩාවේ යෙදී සිටියි ,0.8
4423,කාන්තාවන් දෙදෙනෙක් මල්ලවපොර තරඟයක යෙදෙති,නිල් පැහැති ජැකට්ටුවක් පැළඳ සිටින තරුණයා තරප්පු පේලියේ අත්වැල උඩින් පනිනු පෙනේ,0
4424,කාන්තාවන් දෙදෙනෙක් මල්ලවපොර තරඟයක යෙදෙති,කුඩා ළමයෙකු ජලය මත පාවෙමින් සිටියි,0
4425,ගැහැණු දෙදෙනෙක් මල්ලව පොර තරඟයක යෙදී සිටිති ,කාන්තාවන් දෙදෙනෙක් බොක්සින් ක්‍රීඩාවේ යෙදී සිටියි ,0.73
4426,ගැහැණු දෙදෙනෙක් මල්ලව පොර තරඟයක යෙදී සිටිති ,නිල් පැහැති ජැකට්ටුවක් පැළඳ සිටින තරුණයා තරප්පු පේලියේ අත්වැල උඩින් පනිනු පෙනේ,0
4427,ගැහැණු දෙදෙනෙක් මල්ලව පොර තරඟයක යෙදී සිටිති ,කුඩා ළමයෙකු ජලය මත පාවෙමින් සිටියි,0
4428,කාන්තාවන් දෙදෙනෙක් බොක්සින් ක්‍රීඩාවේ යෙදී සිටියි ,නිල් පැහැති ජැකට්ටුවක් පැළඳ සිටින තරුණයා තරප්පු පේලියේ අත්වැල උඩින් පනිනු පෙනේ,0
4429,කාන්තාවන් දෙදෙනෙක් බොක්සින් ක්‍රීඩාවේ යෙදී සිටියි ,කුඩා ළමයෙකු ජලය මත පාවෙමින් සිටියි,0
4430,නිල් පැහැති ජැකට්ටුවක් පැළඳ සිටින තරුණයා තරප්පු පේලියේ අත්වැල උඩින් පනිනු පෙනේ,කුඩා ළමයෙකු ජලය මත පාවෙමින් සිටියි,0
4431,මිනිසෙක් හිම කන්දක සිට කරනම් ගසයි,හිම මත ලිස්සා යන ක්‍රීඩකයෙක් උසකින් පහළට වැටෙයි,0.53
4432,මිනිසෙක් හිම කන්දක සිට කරනම් ගසයි,මිනිසෙක් හිම මත කරනම් ගසයි ,0.8
4433,මිනිසෙක් හිම කන්දක සිට කරනම් ගසයි,පිරිමි දරුවෝ පිරිසක් වීදියේ පාපන්දු ක්‍රීඩාවේ නිරත වෙති,0
4434,මිනිසෙක් හිම කන්දක සිට කරනම් ගසයි,තරුණියන් දෙදෙනෙකු වේදිකාවක් මත සටන් කරමින් සිටිති,0
4435,හිම මත ලිස්සා යන ක්‍රීඩකයෙක් උසකින් පහළට වැටෙයි,මිනිසෙක් හිම මත කරනම් ගසයි ,0.6
